Algo1_hist-problem_100,Algo1_endpoint_100,Algo1_complete_100,Algo1_reverse_100,Algo2_hist-problem_100,Algo2_endpoint_100,Algo2_complete_100,Algo2_reverse_100,Algo3_hist-problem_100,Algo3_endpoint_100,Algo3_complete_100,Algo3_reverse_100,Algo4_hist-problem_100,Algo4_endpoint_100,Algo4_complete_100,Algo4_reverse_100
12.5,NaN,NaN,NaN,12.5,12.5,4.96195025,12.5,12.5,12.5,4.961889204999999,12.5,12.5,NaN,NaN,NaN
6.785088935932704,NaN,NaN,NaN,4.96195025,4.96195025,2.672647107469791,4.96195025,4.961889204999999,4.961889204999999,2.6722063250000003,4.961889204999999,5.366091112469413,NaN,NaN,NaN
5.95910976997938,NaN,NaN,NaN,2.672647107469791,2.672647107469791,2.672647107469791,2.672647107469791,2.6722063250000003,2.6722063250000003,2.6722063250000003,2.6722063250000003,3.5909168492574843,NaN,NaN,NaN
5.0033598938643244,NaN,NaN,NaN,2.672647107469791,2.672647107469791,2.672647107469791,2.672647107469791,2.6722063250000003,2.6722063250000003,2.6722063250000003,2.6722063250000003,3.5909168492574843,NaN,NaN,NaN
5.0033598938643244,NaN,NaN,NaN,2.672647107469791,2.672647107469791,2.672647107469791,2.672647107469791,2.6722063250000003,2.6722063250000003,2.6722063250000003,2.6722063250000003,3.3820272685164645,NaN,NaN,NaN
4.965810435144462,NaN,NaN,NaN,2.672647107469791,2.672647107469791,2.672647107469791,2.672647107469791,2.6722063250000003,2.6722063250000003,2.6722063250000003,2.6722063250000003,3.3820272685164645,NaN,NaN,NaN
4.965810435144462,NaN,NaN,NaN,2.672647107469791,2.672647107469791,2.5441262680445,2.672647107469791,2.6722063250000003,2.6722063250000003,2.5454824099999995,2.6722063250000003,3.3820272685164645,NaN,NaN,NaN
4.965810435144462,NaN,NaN,NaN,2.5441262680445,2.5441262680445,2.5441262680445,2.5441262680445,2.5454824099999995,2.5454824099999995,2.5454824099999995,2.5454824099999995,3.2251547234533513,NaN,NaN,NaN
4.965810435144462,NaN,NaN,NaN,2.5441262680445,2.5441262680445,2.5441262680445,2.5441262680445,2.5454824099999995,2.5454824099999995,2.5454824099999995,2.5454824099999995,3.2251547234533513,NaN,NaN,NaN
4.965810435144462,NaN,NaN,NaN,2.5441262680445,2.5441262680445,2.5441262680445,2.5441262680445,2.5454824099999995,2.5454824099999995,2.5454824099999995,2.5454824099999995,3.2251547234533513,NaN,NaN,NaN
4.899228906990783,NaN,NaN,NaN,2.5441262680445,2.5441262680445,2.5441262680445,2.5441262680445,2.5454824099999995,2.5454824099999995,2.5454824099999995,2.5454824099999995,3.2251547234533513,NaN,NaN,NaN
4.899228906990783,NaN,NaN,NaN,2.5441262680445,2.5441262680445,2.5441262680445,2.5441262680445,2.5454824099999995,2.5454824099999995,2.5454824099999995,2.5454824099999995,3.2251547234533513,NaN,NaN,NaN
4.899228906990783,NaN,NaN,NaN,2.5441262680445,2.5441262680445,2.5441262680445,2.5441262680445,2.5454824099999995,2.5454824099999995,2.5454824099999995,2.5454824099999995,3.219296507418123,NaN,NaN,NaN
4.899228906990783,NaN,NaN,NaN,2.5441262680445,2.5441262680445,2.5441262680445,2.5441262680445,2.5454824099999995,2.5454824099999995,2.5454824099999995,2.5454824099999995,3.219296507418123,NaN,NaN,NaN
4.899228906990783,NaN,NaN,NaN,2.5441262680445,2.5441262680445,2.5441262680445,2.5441262680445,2.5454824099999995,2.5454824099999995,2.5454024257416554,2.5454824099999995,3.219296507418123,NaN,NaN,NaN
4.899228906990783,NaN,NaN,NaN,2.5441262680445,2.5441262680445,2.5441262680445,2.5441262680445,2.5454024257416554,2.5454024257416554,2.5454024257416554,2.5454024257416554,3.208074975291965,NaN,NaN,NaN
4.899228906990783,NaN,NaN,NaN,2.5441262680445,2.5441262680445,2.5427705237915954,2.5441262680445,2.5454024257416554,2.5454024257416554,2.5454024257416554,2.5454024257416554,3.208074975291965,NaN,NaN,NaN
4.899228906990783,NaN,NaN,NaN,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5454024257416554,2.5454024257416554,2.5449179646201965,2.5454024257416554,3.208074975291965,NaN,NaN,NaN
4.899228906990783,NaN,NaN,NaN,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5449179646201965,2.5449179646201965,2.5449179646201965,2.5449179646201965,3.208074975291965,NaN,NaN,NaN
4.899228906990783,NaN,NaN,NaN,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5449179646201965,2.5449179646201965,2.5449179646201965,2.5449179646201965,3.208074975291965,NaN,NaN,NaN
4.899228906990783,NaN,NaN,NaN,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5449179646201965,2.5449179646201965,2.5442666532205,2.5449179646201965,3.208074975291965,NaN,NaN,NaN
4.8992224716637605,NaN,NaN,NaN,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5442666532205,2.5442666532205,2.5430311944244997,2.5442666532205,3.208074975291965,NaN,NaN,NaN
4.8992224716637605,NaN,NaN,NaN,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5430311944244997,2.5430311944244997,2.5430311944244997,2.5430311944244997,3.2077251753009093,NaN,NaN,NaN
4.8992224716637605,NaN,NaN,NaN,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5430311944244997,2.5430311944244997,2.5430311944244997,2.5430311944244997,3.2077251753009093,NaN,NaN,NaN
4.8992224716637605,NaN,NaN,NaN,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5430311944244997,2.5430311944244997,2.5430311944244997,2.5430311944244997,3.2077251753009093,NaN,NaN,NaN
4.899220863003252,NaN,NaN,NaN,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5427705237915954,2.5430311944244997,2.5430311944244997,2.5430311944244997,2.5430311944244997,3.2077251753009093,NaN,NaN,NaN
